gene    set1 set2
Gene4297 0 1
Gene4298 0 1
Gene4299 0 0
Gene4300 0 0
Gene4301 1 0
Gene4302 1 1
Gene4303 1 1
Gene4304 1 1
Gene4305 1 1
Gene4306 1 0
Gene4307 1 0
Gene4308 0 1
Gene4309 1 1
Gene4310 0 1
Gene4311 0 0
Gene4312 1 0
Gene4313 0 1
Gene4314 0 0
Gene4315 0 0
Gene4316 1 1
Gene4317 0 0
Gene4318 1 0
Gene4319 1 0
Gene4320 0 0
Gene4321 0 1
Gene4322 0 0
Gene4323 1 0
Gene4324 0 0
Gene4325 0 0
Gene4326 0 1
Gene4327 0 1
Gene4328 0 0
Gene4329 0 1
Gene4330 0 1
Gene4331 0 0
Gene4332 1 0
Gene4333 0 1
Gene4334 0 0
Gene4335 0 0
Gene4336 0 1
Gene4337 1 0
Gene4338 0 0
Gene4339 0 1
Gene4340 0 0
Gene4341 0 1
Gene4342 1 0
Gene4343 0 0
Gene4344 0 0
Gene4345 0 1
Gene4346 0 0
Gene4347 0 0
Gene4348 1 0
Gene4349 0 1
Gene4350 0 1
Gene4351 0 0
Gene4352 0 0
Gene4353 0 0
Gene4354 1 1
Gene4355 1 1
Gene4356 0 0
Gene4357 1 1
Gene4358 0 0
Gene4359 1 0
Gene4360 1 0
Gene4361 1 1
Gene4362 0 1
Gene4363 0 0
Gene4364 0 1
Gene4365 0 1
Gene4366 1 0
Gene4367 1 1
Gene4368 1 0
Gene4369 0 0
Gene4370 1 1
Gene4371 0 0
Gene4372 0 1
Gene4373 0 0
Gene4374 1 1
Gene4375 1 0
Gene4376 1 0
Gene4377 0 0
Gene4378 0 0
Gene4379 1 0
Gene4380 1 0
Gene4381 0 1
Gene4382 0 1
Gene4383 0 1
Gene4384 0 0
Gene4385 0 1
Gene4386 0 0
Gene4387 1 1
Gene4388 0 1
Gene4389 0 0
Gene4390 1 1
Gene4391 1 0
Gene4392 1 0
Gene4393 0 0
Gene4394 1 0
Gene4395 0 1
Gene4396 0 1
Gene4397 0 0
Gene4398 1 0
Gene4399 1 0
Gene4400 0 0
Gene4401 1 1
Gene4402 1 1
Gene4403 0 1
Gene4404 0 0
Gene4405 0 0
Gene4406 0 1
Gene4407 1 0
Gene4408 1 0
Gene4409 1 0
Gene4410 1 0
Gene4411 0 0
Gene4412 0 0
Gene4413 1 0
Gene4414 0 1
Gene4415 0 0
Gene4416 1 0
Gene4417 0 0
Gene4418 0 1
Gene4419 1 0
Gene4420 0 0
Gene4421 0 1
Gene4422 1 0
Gene4423 1 1
Gene4424 1 1
Gene4425 0 0
Gene4426 1 1
Gene4427 1 1
Gene4428 0 1
Gene4429 1 0
Gene4430 0 0
Gene4431 0 0
Gene4432 0 0
Gene4433 1 0
Gene4434 0 1
Gene4435 0 1
Gene4436 1 0
Gene4437 0 1
Gene4438 0 0
Gene4439 1 0
Gene4440 1 0
Gene4441 0 1
Gene4442 0 1
Gene4443 1 0
Gene4444 1 0
Gene4445 0 0
Gene4446 0 1
Gene4447 0 0
Gene4448 0 1
Gene4449 0 1
Gene4450 0 0
Gene4451 0 1
Gene4452 0 1
Gene4453 1 0
Gene4454 1 0
Gene4455 0 1
Gene4456 1 0
Gene4457 1 0
Gene4458 0 0
Gene4459 0 1
Gene4460 0 1
Gene4461 0 1
Gene4462 0 1
Gene4463 0 1
Gene4464 0 1
Gene4465 1 1
Gene4466 1 0
Gene4467 1 1
Gene4468 1 0
Gene4469 1 1
Gene4470 1 1
Gene4471 1 1
Gene4472 1 0
Gene4473 0 1
Gene4474 0 0
Gene4475 1 1
Gene4476 0 0
Gene4477 0 1
Gene4478 0 1
Gene4479 0 0
Gene4480 0 1
Gene4481 0 1
Gene4482 0 0
Gene4483 0 0
Gene4484 1 1
Gene4485 0 0
Gene4486 0 0
Gene4487 0 1
Gene4488 0 0
Gene4489 0 0
Gene4490 1 0
Gene4491 0 0
Gene4492 0 0
Gene4493 1 0
Gene4494 0 0
Gene4495 0 1
Gene4496 0 0
Gene4497 1 1
Gene4498 1 0
Gene4499 0 0
Gene4500 0 0
Gene4501 0 1
Gene4502 0 1
Gene4503 0 0
Gene4504 1 0
Gene4505 0 1
Gene4506 0 1
Gene4507 0 1
Gene4508 0 0
Gene4509 1 0
Gene4510 1 1
Gene4511 1 1
Gene4512 0 1
Gene4513 0 0
Gene4514 1 1
Gene4515 0 0
Gene4516 0 0
Gene4517 0 1
Gene4518 0 0
Gene4519 1 1
Gene4520 0 0
Gene4521 0 1
Gene4522 1 0
Gene4523 0 0
Gene4524 1 1
Gene4525 0 1
Gene4526 0 0
Gene4527 0 0
Gene4528 1 1
Gene4529 1 0
Gene4530 0 0
Gene4531 1 0
Gene4532 1 0
Gene4533 1 1
Gene4534 1 0
Gene4535 0 0
Gene4536 0 0
Gene4537 0 1
Gene4538 0 0
Gene4539 1 1
Gene4540 1 0
Gene4541 0 1
Gene4542 0 0
Gene4543 0 1
Gene4544 0 0
Gene4545 1 0
Gene4546 1 1
Gene4547 0 1
Gene4548 0 1
Gene4549 1 0
Gene4550 0 1
Gene4551 0 1
Gene4552 1 0
Gene4553 0 1
Gene4554 0 1
Gene4555 0 1
Gene4556 0 0
Gene4557 1 0
Gene4558 1 0
Gene4559 0 0
Gene4560 0 0
Gene4561 0 1
Gene4562 0 1
Gene4563 0 0
Gene4564 0 1
Gene4565 0 0
Gene4566 1 0
Gene4567 0 0
Gene4568 1 1
Gene4569 1 0
Gene4570 1 0
Gene4571 0 1
Gene4572 1 0
Gene4573 1 0
Gene4574 0 0
Gene4575 1 0
Gene4576 1 1
Gene4577 1 0
Gene4578 1 0
Gene4579 1 1
Gene4580 0 0
Gene4581 0 1
Gene4582 0 0
Gene4583 0 0
Gene4584 1 0
Gene4585 1 1
Gene4586 1 0
Gene4587 0 0
Gene4588 0 0
Gene4589 1 1
Gene4590 1 0
Gene4591 0 0
Gene4592 0 0
Gene4593 1 0
Gene4594 1 1
Gene4595 0 0
Gene4596 0 1
Gene4597 0 1
Gene4598 0 0
Gene4599 0 0
Gene4600 0 1
Gene4601 0 0
Gene4602 1 0
Gene4603 0 1
Gene4604 0 1
Gene4605 0 1
Gene4606 0 0
Gene4607 1 0
Gene4608 1 1
Gene4609 0 0
Gene4610 0 1
Gene4611 1 0
Gene4612 0 0
Gene4613 1 1
Gene4614 1 0
Gene4615 1 1
Gene4616 1 1
Gene4617 0 0
Gene4618 0 1
Gene4619 0 0
Gene4620 1 1
Gene4621 0 1
Gene4622 0 1
Gene4623 1 1
Gene4624 1 0
Gene4625 1 1
Gene4626 0 0
Gene4627 0 1
Gene4628 1 0
Gene4629 0 1
Gene4630 1 1
Gene4631 0 1
Gene4632 0 0
Gene4633 1 0
Gene4634 0 0
Gene4635 1 1
Gene4636 1 0
Gene4637 1 1
Gene4638 0 1
Gene4639 0 1
Gene4640 1 0
Gene4641 0 1
Gene4642 0 0
Gene4643 0 1
Gene4644 1 0
Gene4645 1 0
Gene4646 0 0
Gene4647 1 0
Gene4648 1 0
Gene4649 1 0
Gene4650 1 1
Gene4651 0 0
Gene4652 0 1
Gene4653 1 0
Gene4654 1 1
Gene4655 0 0
Gene4656 0 0
Gene4657 1 0
Gene4658 0 1
Gene4659 1 1
Gene4660 0 0
Gene4661 1 0
Gene4662 1 0
Gene4663 1 0
Gene4664 0 0
Gene4665 0 0
Gene4666 0 1
Gene4667 0 1
Gene4668 1 1
Gene4669 0 1
Gene4670 1 0
Gene4671 0 0
Gene4672 0 1
Gene4673 1 0
Gene4674 0 0
Gene4675 0 0
Gene4676 0 1
Gene4677 0 0
Gene4678 1 0
Gene4679 0 0
Gene4680 0 1
Gene4681 0 0
Gene4682 0 0
Gene4683 0 0
Gene4684 1 0
Gene4685 0 0
Gene4686 1 0
Gene4687 1 0
Gene4688 1 0
Gene4689 0 0
Gene4690 0 0
Gene4691 0 0
Gene4692 0 0
Gene4693 0 1
Gene4694 0 0
Gene4695 0 0
Gene4696 1 0
Gene4697 0 0
Gene4698 0 1
Gene4699 0 0
Gene4700 0 0
Gene4701 0 1
Gene4702 1 0
Gene4703 1 1
Gene4704 0 0
Gene4705 0 0
Gene4706 1 0
Gene4707 0 0
Gene4708 1 0
Gene4709 1 0
Gene4710 1 0
Gene4711 1 1
Gene4712 0 0
Gene4713 1 0
Gene4714 0 0
Gene4715 0 1
Gene4716 0 1
Gene4717 0 0
Gene4718 0 0
Gene4719 0 0
Gene4720 1 0
Gene4721 1 0
Gene4722 0 0
Gene4723 1 1
Gene4724 0 0
Gene4725 1 1
Gene4726 1 0
Gene4727 0 0
Gene4728 0 0
Gene4729 0 0
Gene4730 1 1
Gene4731 0 1
Gene4732 1 0
Gene4733 1 0
Gene4734 0 1
Gene4735 0 0
Gene4736 1 0
Gene4737 1 1
Gene4738 1 0
Gene4739 0 0
Gene4740 1 0
Gene4741 0 0
Gene4742 0 1
Gene4743 0 1
Gene4744 1 0
Gene4745 0 0
Gene4746 1 0
Gene4747 1 1
Gene4748 0 1
Gene4749 1 0
Gene4750 1 0
Gene4751 1 1
Gene4752 1 0
Gene4753 1 1
Gene4754 1 1
Gene4755 1 0
Gene4756 0 1
Gene4757 1 0
Gene4758 0 0
Gene4759 0 1
Gene4760 0 1
Gene4761 0 0
Gene4762 0 0
Gene4763 0 1
Gene4764 1 1
Gene4765 0 0
Gene4766 0 0
Gene4767 1 1
Gene4768 1 0
Gene4769 0 0
Gene4770 1 1
Gene4771 1 0
Gene4772 1 0
Gene4773 1 0
Gene4774 1 0
Gene4775 0 0
Gene4776 0 1
Gene4777 0 0
Gene4778 0 1
Gene4779 1 0
Gene4780 1 0
Gene4781 0 0
Gene4782 0 0
Gene4783 0 1
Gene4784 0 0
Gene4785 1 0
Gene4786 0 1
Gene4787 1 0
Gene4788 1 0
Gene4789 0 0
Gene4790 0 0
Gene4791 0 1
Gene4792 0 0
Gene4793 1 0
Gene4794 0 1
Gene4795 1 0
Gene4796 0 1
Gene4797 1 1
Gene4798 0 0
Gene4799 1 1
Gene4800 0 0
Gene4801 0 1
Gene4802 0 0
Gene4803 0 1
Gene4804 0 0
Gene4805 0 0
Gene4806 0 1
Gene4807 0 0
Gene4808 0 1
Gene4809 1 0
Gene4810 0 0
Gene4811 1 1
Gene4812 0 1
Gene4813 0 0
Gene4814 0 1
Gene4815 0 1
Gene4816 1 0
Gene4817 0 1
Gene4818 1 0
Gene4819 0 0
Gene4820 0 0
Gene4821 0 1
Gene4822 0 0
Gene4823 0 0
Gene4824 1 0
Gene4825 0 0
Gene4826 0 1
Gene4827 1 1
Gene4828 0 0
Gene4829 0 0
Gene4830 0 0
Gene4831 0 1
Gene4832 0 0
Gene4833 0 0
Gene4834 0 0
Gene4835 0 0
Gene4836 0 0
Gene4837 1 0
Gene4838 1 0
Gene4839 0 1
Gene4840 1 0
Gene4841 0 0
Gene4842 0 1
Gene4843 0 0
Gene4844 0 1
Gene4845 0 0
Gene4846 1 0
Gene4847 0 0
Gene4848 1 0
Gene4849 1 0
Gene4850 0 0
Gene4851 0 0
Gene4852 1 0
Gene4853 0 1
Gene4854 0 1
Gene4855 0 1
Gene4856 0 0
Gene4857 0 1
Gene4858 1 1
Gene4859 1 0
Gene4860 0 1
Gene4861 0 1
Gene4862 1 1
Gene4863 1 0
Gene4864 0 0
Gene4865 0 0
Gene4866 1 0
Gene4867 0 0
Gene4868 0 0
Gene4869 0 1
Gene4870 0 0
Gene4871 1 0
Gene4872 1 1
Gene4873 1 0
Gene4874 0 1
Gene4875 0 1
Gene4876 0 0
Gene4877 0 1
Gene4878 0 0
Gene4879 0 0
Gene4880 0 1
Gene4881 0 1
Gene4882 0 1
Gene4883 1 0
Gene4884 0 1
Gene4885 0 0
Gene4886 0 0
Gene4887 0 1
Gene4888 0 0
Gene4889 1 0
Gene4890 1 0
Gene4891 1 0
Gene4892 0 1
Gene4893 0 1
Gene4894 0 0
Gene4895 0 0
Gene4896 1 0
Gene4897 1 1
Gene4898 0 0
Gene4899 0 1
Gene4900 0 0
Gene4901 1 0
Gene4902 1 0
Gene4903 1 0
Gene4904 1 0
Gene4905 0 1
Gene4906 0 1
Gene4907 0 1
Gene4908 1 1
Gene4909 1 0
Gene4910 0 1
Gene4911 0 0
Gene4912 1 0
Gene4913 1 0
Gene4914 0 0
Gene4915 0 0
Gene4916 0 0
Gene4917 1 0
Gene4918 1 0
Gene4919 0 1
Gene4920 0 0
Gene4921 0 1
Gene4922 0 1
Gene4923 0 1
Gene4924 0 0
Gene4925 0 0
Gene4926 1 0
Gene4927 0 1
Gene4928 0 0
Gene4929 1 0
Gene4930 1 1
Gene4931 0 0
Gene4932 0 0
Gene4933 1 0
Gene4934 1 1
Gene4935 1 0
Gene4936 0 0
Gene4937 1 0
Gene4938 0 1
Gene4939 0 1
Gene4940 0 0
Gene4941 0 0
Gene4942 0 0
Gene4943 0 1
Gene4944 0 0
Gene4945 1 0
Gene4946 0 0
Gene4947 0 0
Gene4948 0 0
Gene4949 0 0
Gene4950 1 1
Gene4951 1 1
Gene4952 0 0
Gene4953 1 1
Gene4954 1 0
Gene4955 0 1
Gene4956 1 0
Gene4957 0 1
Gene4958 0 0
Gene4959 1 0
Gene4960 0 0
Gene4961 1 1
Gene4962 1 1
Gene4963 0 0
Gene4964 0 1
Gene4965 0 0
Gene4966 0 0
Gene4967 0 0
Gene4968 0 1
Gene4969 0 0
Gene4970 0 0
Gene4971 1 1
Gene4972 0 0
Gene4973 1 0
Gene4974 1 0
Gene4975 0 0
Gene4976 1 1
Gene4977 0 0
Gene4978 1 0
Gene4979 0 1
Gene4980 0 1
Gene4981 1 0
Gene4982 0 1
Gene4983 0 1
Gene4984 1 0
Gene4985 0 1
Gene4986 0 0
Gene4987 1 1
Gene4988 0 1
Gene4989 0 1
Gene4990 0 0
Gene4991 1 0
Gene4992 0 0
Gene4993 1 0
Gene4994 1 0
Gene4995 0 1
Gene4996 0 0
Gene4997 1 0
Gene4998 0 0
Gene4999 1 0
Gene5000 0 0
Gene5001 0 1
Gene5002 1 0
Gene5003 1 1
Gene5004 1 1
Gene5005 0 0
Gene5006 0 0
Gene5007 0 0
Gene5008 0 0
Gene5009 1 0
Gene5010 0 1
Gene5011 0 0
Gene5012 1 0
Gene5013 0 0
Gene5014 1 1
Gene5015 1 0
Gene5016 1 0
Gene5017 0 1
Gene5018 0 1
Gene5019 1 0
Gene5020 1 0
Gene5021 1 0
Gene5022 1 0
Gene5023 1 0
Gene5024 0 0
Gene5025 1 1
Gene5026 0 0
Gene5027 0 0
Gene5028 1 0
Gene5029 1 0
Gene5030 1 0
Gene5031 0 1
Gene5032 1 1
Gene5033 1 0
Gene5034 0 0
Gene5035 0 0
Gene5036 1 0
Gene5037 1 0
Gene5038 0 1
Gene5039 1 0
Gene5040 1 0
Gene5041 1 1
Gene5042 0 0
Gene5043 1 0
Gene5044 1 0
Gene5045 0 1
Gene5046 1 0
Gene5047 1 0
Gene5048 0 1
Gene5049 0 1
Gene5050 1 0
Gene5051 0 0
Gene5052 0 0
Gene5053 1 1
Gene5054 1 0
Gene5055 0 0
Gene5056 0 1
Gene5057 1 1
Gene5058 1 0
Gene5059 0 1
Gene5060 0 1
Gene5061 0 1
Gene5062 1 0
Gene5063 0 0
Gene5064 0 1
Gene5065 0 0
Gene5066 1 0
Gene5067 0 0
Gene5068 0 0
Gene5069 0 1
Gene5070 0 0
Gene5071 1 1
Gene5072 0 0
Gene5073 0 1
Gene5074 1 0
Gene5075 0 0
Gene5076 0 0
Gene5077 1 1
Gene5078 1 0
Gene5079 1 0
Gene5080 0 0
Gene5081 0 0
Gene5082 0 0
Gene5083 1 0
Gene5084 0 1
Gene5085 0 0
Gene5086 0 1
Gene5087 0 0
Gene5088 0 0
Gene5089 0 0
Gene5090 0 1
Gene5091 0 0
Gene5092 0 0
Gene5093 1 0
Gene5094 0 0
Gene5095 1 1
Gene5096 0 1
Gene5097 1 0
Gene5098 1 0
Gene5099 0 1
Gene5100 0 0
Gene5101 0 0
Gene5102 1 1
Gene5103 1 0
Gene5104 0 1
Gene5105 1 0
Gene5106 0 1
Gene5107 0 0
Gene5108 1 1
Gene5109 1 0
Gene5110 1 1
Gene5111 0 0
Gene5112 0 0
Gene5113 1 1
Gene5114 0 0
Gene5115 0 1
Gene5116 0 0
Gene5117 1 0
Gene5118 1 0
Gene5119 1 0
Gene5120 0 0
Gene5121 0 1
Gene5122 1 1
Gene5123 1 0
Gene5124 0 1
Gene5125 0 0
Gene5126 0 1
Gene5127 1 0
Gene5128 1 0
Gene5129 0 1
Gene5130 1 0
Gene5131 1 0
Gene5132 0 1
Gene5133 0 1
Gene5134 0 0
Gene5135 1 0
Gene5136 1 1
Gene5137 0 0
Gene5138 1 1
Gene5139 1 0
Gene5140 0 0
Gene5141 1 1
Gene5142 0 1
Gene5143 1 0
Gene5144 0 0
Gene5145 0 0
Gene5146 0 1
Gene5147 0 0
Gene5148 0 1
Gene5149 0 0
Gene5150 0 0
Gene5151 1 1
Gene5152 0 1
Gene5153 0 0
Gene5154 0 1
Gene5155 1 0
Gene5156 0 1
Gene5157 1 1
Gene5158 0 0
Gene5159 0 0
Gene5160 0 0
Gene5161 1 0
Gene5162 0 0
Gene5163 0 1
Gene5164 0 0
Gene5165 1 0
Gene5166 0 1
Gene5167 1 0
Gene5168 1 0
Gene5169 1 1
Gene5170 0 1
Gene5171 0 1
Gene5172 0 1
Gene5173 0 0
Gene5174 0 0
Gene5175 0 1
Gene5176 0 0
Gene5177 0 1
Gene5178 0 0
Gene5179 1 1
Gene5180 0 1
Gene5181 0 0
Gene5182 1 0
Gene5183 0 1
Gene5184 0 0
Gene5185 1 0
Gene5186 1 0
Gene5187 1 0
Gene5188 0 0
Gene5189 1 0
Gene5190 1 1
Gene5191 1 1
Gene5192 0 1
Gene5193 0 1
Gene5194 1 0
Gene5195 0 0
Gene5196 1 0
Gene5197 0 0
Gene5198 1 1
Gene5199 1 0
Gene5200 1 0
Gene5201 1 1
Gene5202 0 0
Gene5203 0 1
Gene5204 0 0
Gene5205 0 1
Gene5206 0 0
Gene5207 1 0
Gene5208 1 1
Gene5209 0 1
Gene5210 1 1
Gene5211 1 0
Gene5212 0 0
Gene5213 1 0
Gene5214 0 0
Gene5215 0 1
Gene5216 0 1
Gene5217 1 1
Gene5218 1 0
Gene5219 0 1
Gene5220 1 0
Gene5221 0 1
Gene5222 0 0
Gene5223 0 1
Gene5224 1 1
Gene5225 0 1
Gene5226 0 0
Gene5227 0 0
Gene5228 1 1
Gene5229 0 0
Gene5230 0 0
Gene5231 1 0
Gene5232 1 0
Gene5233 1 0
Gene5234 0 0
Gene5235 0 1
Gene5236 0 0
Gene5237 1 0
Gene5238 0 0
Gene5239 0 1
Gene5240 0 1
Gene5241 1 1
Gene5242 0 0
Gene5243 1 0
Gene5244 0 0
Gene5245 1 1
Gene5246 1 0
Gene5247 0 1
Gene5248 0 0
Gene5249 1 1
Gene5250 0 0
Gene5251 1 0
Gene5252 0 1
Gene5253 1 0
Gene5254 0 0
Gene5255 0 0
Gene5256 1 0
Gene5257 1 1
Gene5258 0 0
Gene5259 0 0
Gene5260 0 1
Gene5261 0 1
Gene5262 0 0
Gene5263 0 0
Gene5264 0 1
Gene5265 0 0
Gene5266 0 0
Gene5267 0 0
Gene5268 0 1
Gene5269 1 1
Gene5270 0 1
Gene5271 1 1
Gene5272 0 0
Gene5273 1 0
Gene5274 0 0
Gene5275 0 0
Gene5276 0 0
Gene5277 1 0
Gene5278 0 0
Gene5279 0 1
Gene5280 0 0
Gene5281 0 0
Gene5282 0 1
Gene5283 1 0
Gene5284 1 0
Gene5285 0 0
Gene5286 0 0
Gene5287 0 0
Gene5288 0 1
Gene5289 1 1
Gene5290 0 0
Gene5291 0 0
Gene5292 1 0
Gene5293 0 0
Gene5294 0 1
Gene5295 0 0
Gene5296 1 1
Gene5297 0 0
Gene5298 0 1
Gene5299 1 1
Gene5300 1 1
Gene5301 1 0
Gene5302 1 0
Gene5303 0 1
Gene5304 0 0
Gene5305 1 0
Gene5306 0 0
Gene5307 1 0
Gene5308 0 1
Gene5309 1 0
Gene5310 0 0
Gene5311 0 0
Gene5312 0 1
Gene5313 0 1
Gene5314 0 0
Gene5315 1 1
Gene5316 0 1
Gene5317 1 0
Gene5318 1 1
Gene5319 0 0
Gene5320 0 1
Gene5321 1 0
Gene5322 1 1
Gene5323 0 1
Gene5324 0 0
Gene5325 1 0
Gene5326 0 0
Gene5327 0 1
Gene5328 0 0
Gene5329 0 0
Gene5330 0 0
Gene5331 0 1
Gene5332 0 1
Gene5333 1 0
Gene5334 1 0
Gene5335 1 1
Gene5336 1 0
Gene5337 0 0
Gene5338 0 0
Gene5339 0 0
Gene5340 0 0
Gene5341 0 0
Gene5342 0 1
Gene5343 0 0
Gene5344 0 0
Gene5345 0 0
Gene5346 0 0
Gene5347 0 0
Gene5348 0 0
Gene5349 0 0
Gene5350 0 0
Gene5351 1 0
Gene5352 0 0
Gene5353 0 1
Gene5354 0 0
Gene5355 0 1
Gene5356 1 0
Gene5357 0 1
Gene5358 0 0
Gene5359 1 0
Gene5360 1 1
Gene5361 0 1
Gene5362 1 1
Gene5363 0 1
Gene5364 1 0
Gene5365 0 1
Gene5366 1 0
Gene5367 0 1
Gene5368 1 0
Gene5369 1 0
Gene5370 1 0
Gene5371 0 0
Gene5372 0 1
Gene5373 0 1
Gene5374 0 1
Gene5375 0 0
Gene5376 1 0
Gene5377 0 1
Gene5378 1 0
Gene5379 0 0
Gene5380 1 0
Gene5381 1 0
Gene5382 0 0
Gene5383 1 0
Gene5384 0 0
Gene5385 0 1
Gene5386 1 1
Gene5387 0 0
Gene5388 1 1
Gene5389 0 1
Gene5390 1 0
Gene5391 1 1
Gene5392 0 0
Gene5393 0 0
Gene5394 0 1
Gene5395 0 1
Gene5396 0 0
Gene5397 0 1
Gene5398 0 0
Gene5399 0 0
Gene5400 0 0
Gene5401 0 0
Gene5402 0 0
Gene5403 0 1
Gene5404 1 1
Gene5405 0 0
Gene5406 1 1
Gene5407 0 0
Gene5408 0 0
Gene5409 0 1
Gene5410 1 1
Gene5411 0 0
Gene5412 1 0
Gene5413 1 1
Gene5414 0 1
Gene5415 0 0
Gene5416 0 0
Gene5417 0 1
Gene5418 0 0
Gene5419 0 1
Gene5420 1 1
Gene5421 0 0
Gene5422 1 0
Gene5423 0 1
Gene5424 0 1
Gene5425 0 1
Gene5426 1 0
Gene5427 0 0
Gene5428 0 0
Gene5429 0 0
Gene5430 0 1
Gene5431 1 0
Gene5432 1 1
Gene5433 1 1
Gene5434 1 0
Gene5435 1 0
Gene5436 1 1
Gene5437 1 0
Gene5438 1 0
Gene5439 0 1
Gene5440 0 1
Gene5441 1 0
Gene5442 0 0
Gene5443 1 0
Gene5444 1 0
Gene5445 0 0
Gene5446 1 0
Gene5447 1 0
Gene5448 0 1
Gene5449 0 0
Gene5450 0 0
Gene5451 1 0
Gene5452 0 0
Gene5453 0 0
Gene5454 1 0
Gene5455 0 1
Gene5456 0 0
Gene5457 0 1
Gene5458 0 1
Gene5459 0 0
Gene5460 0 0
Gene5461 1 0
Gene5462 0 1
Gene5463 1 1
Gene5464 0 0
Gene5465 1 0
Gene5466 0 0
Gene5467 0 0
Gene5468 0 0
Gene5469 1 0
Gene5470 1 1
Gene5471 1 0
Gene5472 0 0
Gene5473 1 0
Gene5474 0 0
Gene5475 1 0
Gene5476 1 1
Gene5477 0 0
Gene5478 1 0
Gene5479 0 0
Gene5480 0 0
Gene5481 0 0
Gene5482 1 1
Gene5483 0 1
Gene5484 1 1
Gene5485 0 1
Gene5486 0 1
Gene5487 1 1
Gene5488 1 0
Gene5489 0 1
Gene5490 1 0
Gene5491 0 0
Gene5492 1 0
Gene5493 0 0
Gene5494 1 0
Gene5495 0 0
Gene5496 0 0
Gene5497 1 1
Gene5498 0 0
Gene5499 0 0
Gene5500 0 0
Gene5501 0 1
Gene5502 0 1
Gene5503 0 0
Gene5504 0 0
Gene5505 1 1
Gene5506 1 0
Gene5507 1 0
Gene5508 0 1
Gene5509 0 0
Gene5510 0 1
Gene5511 0 1
Gene5512 0 1
Gene5513 0 1
Gene5514 1 1
Gene5515 1 0
Gene5516 0 0
Gene5517 1 0
Gene5518 1 0
Gene5519 0 1
Gene5520 0 1
Gene5521 0 1
Gene5522 0 1
Gene5523 0 0
Gene5524 1 1
Gene5525 0 0
Gene5526 1 0
Gene5527 0 1
Gene5528 1 1
Gene5529 0 1
Gene5530 1 0
Gene5531 1 1
Gene5532 0 1
Gene5533 1 0
Gene5534 1 1
Gene5535 1 0
Gene5536 1 0
Gene5537 1 0
Gene5538 0 1
Gene5539 1 1
Gene5540 1 0
Gene5541 0 1
Gene5542 0 1
Gene5543 0 1
Gene5544 0 1
Gene5545 0 0
Gene5546 0 1
Gene5547 1 1
Gene5548 0 1
Gene5549 0 0
Gene5550 0 1
Gene5551 1 0
Gene5552 1 0
Gene5553 1 0
Gene5554 0 0
Gene5555 1 0
Gene5556 0 1
Gene5557 0 0
Gene5558 1 0
Gene5559 0 0
Gene5560 0 0
Gene5561 0 0
Gene5562 1 1
Gene5563 1 1
Gene5564 0 1
Gene5565 1 0
Gene5566 0 1
Gene5567 0 0
Gene5568 0 0
Gene5569 0 0
Gene5570 1 0
Gene5571 1 1
Gene5572 1 0
Gene5573 1 1
Gene5574 0 0
Gene5575 0 0
Gene5576 1 1
Gene5577 1 0
Gene5578 1 1
Gene5579 0 0
Gene5580 1 1
Gene5581 1 0
Gene5582 0 0
Gene5583 0 1
Gene5584 1 0
Gene5585 0 1
Gene5586 0 1
Gene5587 0 1
Gene5588 0 1
Gene5589 1 1
Gene5590 1 0
Gene5591 0 1
Gene5592 0 0
Gene5593 0 0
Gene5594 0 0
Gene5595 0 0
Gene5596 0 0
Gene5597 0 0
Gene5598 0 0
Gene5599 0 0
Gene5600 0 0
Gene5601 1 1
Gene5602 0 0
Gene5603 0 0
Gene5604 0 0
Gene5605 0 0
Gene5606 1 1
Gene5607 1 0
Gene5608 1 0
Gene5609 1 1
Gene5610 1 1
Gene5611 0 1
Gene5612 1 0
Gene5613 0 0
Gene5614 0 0
Gene5615 1 1
Gene5616 1 0
Gene5617 0 1
Gene5618 1 1
Gene5619 0 0
Gene5620 1 1
Gene5621 0 0
Gene5622 0 1
Gene5623 0 0
Gene5624 0 0
Gene5625 1 1
Gene5626 1 0
Gene5627 0 0
Gene5628 0 1
Gene5629 1 1
Gene5630 0 0
Gene5631 0 0
Gene5632 1 0
Gene5633 0 0
Gene5634 0 0
Gene5635 0 1
Gene5636 0 0
Gene5637 0 0
Gene5638 1 0
Gene5639 1 1
Gene5640 0 0
Gene5641 0 0
Gene5642 0 0
Gene5643 0 0
Gene5644 1 1
Gene5645 0 0
Gene5646 0 0
Gene5647 0 0
Gene5648 0 1
Gene5649 1 0
Gene5650 0 0
Gene5651 1 0
Gene5652 1 0
Gene5653 0 1
Gene5654 1 0
Gene5655 0 0
Gene5656 0 0
Gene5657 1 0
Gene5658 0 1
Gene5659 1 0
Gene5660 0 0
Gene5661 0 0
Gene5662 0 0
Gene5663 0 0
Gene5664 0 0
Gene5665 0 1
Gene5666 0 0
Gene5667 0 0
Gene5668 0 0
Gene5669 0 0
Gene5670 0 0
Gene5671 0 0
Gene5672 0 0
Gene5673 1 0
Gene5674 0 0
Gene5675 1 1
Gene5676 1 1
Gene5677 1 0
Gene5678 0 0
Gene5679 1 0
Gene5680 0 0
Gene5681 0 1
Gene5682 0 1
Gene5683 0 0
Gene5684 0 1
Gene5685 1 1
Gene5686 0 1
Gene5687 0 1
Gene5688 0 1
Gene5689 1 1
Gene5690 1 0
Gene5691 1 0
Gene5692 1 0
Gene5693 1 0
Gene5694 1 0
Gene5695 0 1
